scope,scene,AUC@1,AUC@3,AUC@5,AUC@10,num_reg_images,num_images
summary_all,__all__,28.0722004127493,38.72949892519289,41.68285297263104,44.469815493371954,,
summary_avg,__avg__,31.879391350632307,45.57016671588507,49.500576140865995,53.331666631840136,,
scene,botanical_garden,8.063935619687857,11.910564375552083,13.900274264539245,16.384221530767206,28,30
scene,boulders,0.0,0.0,0.08068127321906379,0.3739867821799085,24,26
scene,bridge,20.979653446408626,25.106715607148928,26.08078552489865,27.032084238722593,110,110
scene,courtyard,36.52513111279825,64.897826322883,73.1964382714678,79.5840363576017,37,38
scene,delivery_area,2.5512261645877494,3.964214468253589,4.6979253954775055,6.172085199283586,44,44
scene,door,67.4167085568317,80.32660855323428,82.82799976397517,87.23459433257854,7,7
scene,electro,34.35676986644633,56.16128464587985,61.64106303088555,66.2438846531946,41,45
scene,exhibition_hall,0.03947329684066629,0.0397627088120017,0.039820591206268775,0.07619736682032979,66,68
scene,facade,60.90025506098532,79.09187303885446,83.56748231796796,87.18274717048422,76,76
scene,kicker,27.848877364403958,45.153504560287054,49.93711066730811,54.12472158999577,28,31
scene,lecture_room,12.831280918506705,16.41226047324268,17.177575471872306,18.106612763583673,22,23
scene,living_room,55.178153113778386,74.81979847875216,79.64093132892204,83.66244032706683,64,65
scene,lounge,25.56020173053685,28.722087445532484,29.354464588531606,29.828747445780955,6,10
scene,meadow,21.977381600944543,38.511398779169426,42.154458315120706,45.460538712968294,15,15
scene,observatory,25.830465393938642,52.736776975674914,63.7337142037723,75.22664127253915,27,27
scene,office,18.156309839777418,40.03505136631724,51.85703594759628,64.79620408284185,25,26
scene,old_computer,7.589527226355957,13.190785526923895,14.74370863949406,16.06520655721856,53,54
scene,pipes,49.681864483592264,75.48572008884435,81.42027428866196,86.16468259887642,14,14
scene,playground,31.518717710400523,38.70398773544655,42.084043336792355,48.5671870565125,37,38
scene,relief,28.151477651351648,38.72130719938774,42.10381233058117,44.97507378124316,31,31
scene,relief_2,44.84096095435631,72.87535524750255,79.85194487127373,85.35577432627467,31,31
scene,statue,58.594342420414236,80.13750807953201,84.44614121135558,87.67761606022323,11,11
scene,terrace,56.38280669761666,78.82243212285294,83.66800703725251,87.2885489731717,23,23
scene,terrace_2,74.87103406773839,84.87240094563987,87.28707693102028,89.09808392005557,13,13
scene,terrains,27.13822946750868,38.55494315140282,42.021633918457866,46.609748696018414,41,42
