scope,scene,AUC@1,AUC@3,AUC@5,AUC@10,num_reg_images,num_images
summary_all,__all__,29.27415919869658,40.75904058385582,43.93530899954108,46.862229458914435,,
summary_avg,__avg__,33.0128474322327,47.83504873034165,52.04762101021417,55.99440626010473,,
scene,botanical_garden,7.733364126707082,10.740812079354448,12.33095055497428,14.28067752303551,30,30
scene,boulders,0.0,0.0,0.0,0.13145502146229246,24,26
scene,bridge,21.085480800714237,25.015897535902187,26.12114046394024,27.61604164124747,110,110
scene,courtyard,35.65179017075622,64.42968019384863,72.85509017926178,79.3999069095704,37,38
scene,delivery_area,1.5519873225296779,3.408719211378948,4.660109435759433,6.660585396916181,44,44
scene,door,67.41808330213247,80.3272190902631,82.82836608619249,87.23477983064912,7,7
scene,electro,35.82352536116454,60.05293169781853,66.7752216524916,72.4476352601215,45,45
scene,exhibition_hall,0.03943857990928035,0.03975113650153971,0.03981364781999159,0.05559729868072529,67,68
scene,facade,62.14038338153311,79.66855257629572,83.93513578357471,87.36144214055797,76,76
scene,kicker,28.075091825397724,45.30516035776287,50.138174134875804,55.83773741399226,29,31
scene,lecture_room,13.065255258694796,17.45242486053867,18.814463767996198,20.332964742285174,21,23
scene,living_room,54.523367953050155,73.78980220830465,78.77969624254696,83.12131443045823,64,65
scene,lounge,25.56474092379818,28.72360050995293,29.35537242718388,29.829201365107085,6,10
scene,meadow,16.93586587677141,32.84815073433637,38.668455230886195,45.70376468582762,15,15
scene,observatory,29.64380447670532,58.20556313667777,68.71264599173685,78.23117341888322,27,27
scene,office,18.32091390087175,39.8683942307648,51.17099118986284,64.04808591685386,25,26
scene,old_computer,8.389077647482537,13.757984255663406,15.073426258464892,16.112751346874038,53,54
scene,pipes,49.58840352796578,75.4216871901294,81.37177642677848,86.14043366793467,14,14
scene,playground,47.28930615084456,67.73376612337321,72.85175430340271,77.11897635137868,38,38
scene,relief,28.15140780625837,39.53296596411178,42.665101567154636,45.43692191823447,31,31
scene,relief_2,44.31239666686083,72.61165954711416,79.68457112386702,85.26362025249406,31,31
scene,statue,58.594342417104684,80.13750807842882,84.44614121069365,87.67761605989227,11,11
scene,terrace,55.79255942367425,78.57804069534063,83.51582125987854,87.21245608448471,23,23
scene,terrace_2,74.88302643445878,84.87335413063954,87.28764884202009,89.09836987555549,13,13
scene,terrains,40.74757247043159,63.35259271403884,69.10865747399082,73.50664795012112,39,42
