scope,scene,AUC@1,AUC@3,AUC@5,AUC@10,num_reg_images,num_images
summary_all,__all__,27.708280868268886,38.15259732624689,41.07245116085419,43.8248035123754,,
summary_avg,__avg__,29.298350878255864,41.97258862664175,45.68573500747957,49.49678462937505,,
scene,botanical_garden,8.184553467118029,12.279789816130535,14.196272620341702,16.144738451605576,30,30
scene,boulders,0.0,0.0,0.0,0.08300277106582553,25,26
scene,bridge,21.7834289562315,25.82887907215937,26.674999326280123,27.490833711052762,110,110
scene,courtyard,33.220088590846416,58.551540275512416,65.57158718666798,71.17373071186697,35,38
scene,delivery_area,0.5217671633073684,2.1856854315482908,3.3707794949602707,5.12292101019219,41,44
scene,door,66.2286788351311,79.88713756447238,82.56431717071806,84.57220187540231,7,7
scene,electro,31.321447558497933,54.908105100764516,61.061117862709445,66.03925664151376,42,45
scene,exhibition_hall,0.03938947606359723,0.03973476855297867,0.039803827050854966,0.1066606794799686,67,68
scene,facade,62.5454275094405,79.89212912254729,84.08039133464915,87.44092965636457,76,76
scene,kicker,30.10584697471704,54.05819385259905,62.524432620020946,70.3684984666719,30,31
scene,lecture_room,7.313801713772417,11.58308600857322,12.555313337087881,13.450327174082455,22,23
scene,living_room,50.22568634163172,69.0966105723939,74.8135724723657,79.71192689010721,65,65
scene,lounge,22.865797790763835,27.823952798941484,28.815583800577013,29.55930705180366,6,10
scene,meadow,5.091718032856722,19.022630057199446,27.009407271563653,44.389327266949074,15,15
scene,observatory,29.1971300076758,59.52600996709847,70.6199231058521,80.04595198788489,27,27
scene,office,16.080654908342286,28.278724368633885,33.531649999455304,39.12657730154307,25,26
scene,old_computer,5.816620344275875,11.444792536400806,13.377614280865847,15.363273112368573,54,54
scene,pipes,20.987166269098473,30.057483441907923,32.02050405115874,33.49276950809685,14,14
scene,playground,31.46447866905162,36.805944191245345,38.84266443758164,45.88535941454384,38,38
scene,relief,29.490167951871875,40.76208422002029,43.572829414797184,45.83333552851296,31,31
scene,relief_2,26.465991759204364,37.40690403411149,40.0075832070391,41.997926500880254,31,31
scene,statue,57.97710713117815,79.93176298311998,84.32269415350834,87.61589253129962,11,11
scene,terrace,57.16761091742162,79.42063100476805,84.0160149664972,87.46255293779404,23,23
scene,terrace_2,74.3675609419523,84.69635820015979,87.18145128373223,89.04527109641155,13,13
scene,terrains,43.996650645946076,65.82654627718314,71.37286796150875,75.89704345688213,40,42
